,id,city,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,venue
166,167,0.0,3,6,6,0,0,0,3.0,57,0,0
167,168,4.0,2,0,2,1,0,0,0.0,0,8,4
168,169,19.0,5,1,1,0,0,0,1.0,0,6,21
169,170,2.0,4,7,4,1,0,0,4.0,11,0,2
170,171,4.0,3,0,3,1,0,0,0.0,0,9,4
171,172,3.0,3,6,3,1,0,0,3.0,35,0,8
172,173,3.0,1,4,1,1,0,0,1.0,38,0,8
173,174,3.0,4,6,4,1,0,0,6.0,0,9,8
174,175,3.0,1,3,1,1,0,0,1.0,22,0,8
175,176,7.0,1,0,1,1,0,0,1.0,2,0,7
176,177,6.0,4,2,2,0,0,0,2.0,0,8,6
177,178,20.0,8,6,8,1,0,0,6.0,0,6,22
178,179,2.0,7,3,7,1,0,0,3.0,0,8,2
179,180,3.0,5,9,5,1,0,0,9.0,0,7,8
180,181,4.0,0,4,0,1,0,0,0.0,9,0,4
181,182,5.0,7,2,7,1,0,0,2.0,0,6,5
182,183,0.0,6,3,3,0,0,0,3.0,0,9,0
183,184,1.0,1,5,5,0,0,0,5.0,0,6,1
184,185,3.0,8,9,8,1,0,0,9.0,0,4,8
185,186,6.0,4,6,6,0,0,0,4.0,33,0,6
186,187,5.0,2,0,0,0,0,0,0.0,0,9,5
187,188,3.0,3,8,8,0,0,0,8.0,0,8,3
188,189,7.0,1,6,1,1,0,0,1.0,21,0,7
189,190,6.0,4,5,5,0,0,0,5.0,0,8,6
190,191,3.0,9,7,7,0,0,0,7.0,0,3,8
191,192,4.0,2,0,0,0,0,0,0.0,0,8,4
192,193,20.0,1,8,8,0,0,1,8.0,0,7,22
193,194,2.0,4,7,4,1,0,0,4.0,16,0,2
194,195,3.0,9,3,9,1,0,0,3.0,0,7,3
195,196,4.0,8,0,0,0,0,0,8.0,6,0,4
196,197,1.0,5,2,2,0,0,0,5.0,48,0,1
197,198,3.0,3,1,1,0,0,0,3.0,8,0,3
198,199,4.0,0,6,6,0,0,0,6.0,0,9,4
199,200,2.0,7,5,5,0,0,0,7.0,29,0,2
200,201,6.0,3,4,4,0,0,0,3.0,37,0,6
201,202,5.0,8,2,2,0,0,0,2.0,0,8,5
202,203,7.0,1,9,9,0,0,0,1.0,25,0,7
203,204,2.0,7,6,6,0,0,0,6.0,0,3,2
204,205,3.0,9,1,9,1,0,0,1.0,0,8,8
205,206,20.0,4,8,8,0,0,0,4.0,55,0,22
206,207,2.0,0,7,7,0,0,0,0.0,17,0,2
207,208,5.0,3,2,2,0,0,0,2.0,0,7,5
208,209,0.0,6,9,9,0,0,0,6.0,26,0,0
209,210,20.0,7,8,7,1,0,0,7.0,38,0,22
210,211,4.0,5,0,0,0,0,0,0.0,0,8,4
211,212,5.0,9,2,2,0,0,0,2.0,0,6,5
212,213,7.0,1,4,1,1,0,0,1.0,19,0,7
213,214,3.0,3,5,5,0,0,0,3.0,23,0,3
214,215,2.0,7,8,8,0,0,0,8.0,0,7,2
215,216,6.0,0,4,4,0,0,0,0.0,20,0,6
216,217,7.0,2,1,2,1,0,0,1.0,0,8,7
217,218,3.0,3,9,9,0,0,0,3.0,21,0,8
218,219,20.0,8,0,0,0,0,0,8.0,17,0,22
219,220,6.0,4,7,7,0,0,0,7.0,0,4,6
220,221,0.0,6,5,5,0,0,0,6.0,85,0,0
221,222,4.0,1,0,1,1,0,1,0.0,10,0,4
222,223,3.0,3,7,7,0,0,0,3.0,32,0,3
223,224,0.0,8,6,8,1,0,0,6.0,0,9,0
224,225,1.0,5,9,5,1,0,0,9.0,0,5,1
225,226,5.0,1,2,2,0,0,0,1.0,63,0,5
226,227,6.0,4,9,4,1,0,0,9.0,0,6,6
227,228,1.0,5,3,3,0,0,0,5.0,76,0,1
228,229,5.0,2,6,6,0,0,0,6.0,0,9,5
229,230,7.0,1,7,1,1,0,0,1.0,18,0,7
230,231,21.0,8,5,5,0,0,0,5.0,0,6,23
231,232,0.0,0,6,6,0,0,1,6.0,0,4,0
232,233,3.0,4,3,4,1,0,0,4.0,10,0,3
233,234,19.0,5,7,7,0,0,0,5.0,29,0,21
234,235,21.0,2,8,8,0,0,0,8.0,0,8,23
235,236,3.0,9,4,4,0,0,0,4.0,0,6,8
236,237,19.0,5,6,5,1,0,0,5.0,111,0,21
237,238,7.0,1,8,1,1,0,0,1.0,11,0,7
238,239,3.0,9,0,0,0,0,0,0.0,0,7,8
239,240,3.0,3,2,3,1,0,0,2.0,0,10,3
240,241,19.0,4,5,5,0,0,0,4.0,82,0,21
241,242,2.0,7,9,7,1,2,0,,0,0,2
242,243,0.0,1,6,6,0,0,0,6.0,0,8,0
243,244,4.0,0,3,3,0,0,0,3.0,0,5,4
244,245,3.0,6,1,1,0,0,0,1.0,0,6,3
245,246,3.0,0,3,3,0,0,0,3.0,0,4,3
246,247,7.0,6,3,3,0,0,0,6.0,43,0,7
247,248,7.0,1,6,1,1,0,0,1.0,58,0,7
248,249,7.0,1,3,3,0,0,0,3.0,0,8,7
249,250,4.0,0,7,7,0,0,0,7.0,0,8,4
250,251,3.0,9,3,3,0,0,0,9.0,28,0,3
251,252,5.0,2,5,5,0,0,0,2.0,31,0,5
252,253,0.0,6,7,7,0,0,0,6.0,20,0,0
253,254,22.0,1,4,4,0,0,0,1.0,74,0,24
254,255,5.0,2,0,0,0,0,0,2.0,22,0,5
255,256,23.0,9,5,9,1,0,0,9.0,22,0,25
256,257,22.0,4,3,4,1,0,0,3.0,0,5,24
257,258,0.0,0,6,6,0,0,0,0.0,42,0,0
258,259,2.0,1,7,7,0,0,0,7.0,0,8,2
259,260,3.0,3,2,2,0,0,0,3.0,27,0,3
260,261,7.0,6,1,6,1,0,0,1.0,0,5,7
261,262,1.0,9,5,5,0,0,0,5.0,0,7,1
262,263,4.0,2,0,2,1,0,0,0.0,0,5,4
263,264,2.0,4,7,4,1,0,0,7.0,0,5,2
264,265,23.0,1,9,1,1,0,0,9.0,0,7,25
265,266,4.0,5,0,0,0,0,0,5.0,2,0,4
266,267,0.0,2,6,2,1,0,0,2.0,59,0,0
267,268,3.0,3,7,7,0,0,0,7.0,0,7,3
268,269,5.0,4,2,4,1,0,0,2.0,0,5,5
269,270,0.0,9,6,9,1,0,0,6.0,0,6,0
270,271,1.0,5,0,5,1,0,0,0.0,0,8,1
271,272,6.0,4,7,4,1,0,0,7.0,0,9,6
272,273,7.0,1,9,9,0,0,0,1.0,13,0,7
273,274,1.0,5,6,6,0,0,0,6.0,0,5,1
274,275,7.0,2,1,2,1,0,0,1.0,0,7,7
275,276,2.0,9,7,7,0,0,0,9.0,20,0,2
276,277,3.0,3,5,3,1,0,0,5.0,0,6,3
277,278,17.0,4,0,0,0,0,0,0.0,0,5,19
278,279,5.0,6,2,2,0,0,0,6.0,46,0,5
279,280,23.0,9,7,9,1,0,0,7.0,0,8,25
280,281,1.0,5,3,5,1,0,0,3.0,0,4,1
281,282,23.0,4,9,4,1,0,0,4.0,18,0,25
282,283,2.0,7,3,3,0,0,0,7.0,37,0,2
283,284,7.0,5,1,5,1,0,0,5.0,7,0,7
284,285,4.0,0,6,0,1,0,0,0.0,47,0,4
285,286,2.0,7,2,7,1,0,0,7.0,1,0,2
286,287,3.0,4,3,3,0,0,0,3.0,0,5,3
287,288,7.0,1,0,1,1,0,0,0.0,0,5,7
288,289,17.0,4,9,4,1,0,0,4.0,13,0,19
289,290,5.0,2,7,2,1,0,0,7.0,0,6,5
290,291,0.0,6,5,5,0,0,0,5.0,0,4,0
291,292,23.0,3,9,3,1,0,0,3.0,1,0,25
292,293,7.0,1,4,1,1,0,0,1.0,10,0,7
293,294,4.0,0,9,0,1,0,0,0.0,7,0,4
